Date,Exercise,Sets x Reps,Muscular Group
2027-01-15,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-01-15,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-01-15,"Single-arm dumbell row",3x10,"Back"
2027-01-15,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-01-15,"One-arm kettlebell push press",3x10,"Shoulders"
2027-01-15,"Barbell wrist curls",3x25,"Forearms"
2027-01-15,"Plate holds standing",2x,"Forearms"
2027-01-18,"Low-bar squat",3x10,"Glutes"
2027-01-18,"Leg press (Сlassic stance)",3x12,"Quads"
2027-01-18,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-01-18,"Leg extensions",1x12,"Quads"
2027-01-18,"Leg curls",1x12,"Hamstrings"
2027-01-18,"Leg extensions",1x12,"Quads"
2027-01-18,"Leg curls",1x12,"Hamstrings"
2027-01-18,"Leg extensions",1x12,"Quads"
2027-01-18,"Leg curls",1x12,"Hamstrings"
2027-01-18,"Vertical jumps",2x10,"Full Body"
2027-01-18,"Wall sit with weight",1x,"Quads"
2027-01-18,"Dead hang",1x,"Forearms"
2027-01-20,"Close-grip bench press",3x10,"Triceps"
2027-01-20,"Alternating incline dumbbell press",3x8,"Chest"
2027-01-20,"Decline bench press",3x12,"Chest"
2027-01-20,"Cable chest fly",3x18,"Chest"
2027-01-20,"Barbell curls",3x10,"Biceps"
2027-01-20,"Supinated dumbbell curls",3x15,"Biceps"
2027-01-20,"Seated dumbbell French press",3x20,"Triceps"
2027-01-22,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-01-22,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-01-22,"Single-arm dumbell row",3x10,"Back"
2027-01-22,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-01-22,"One-arm kettlebell push press",3x10,"Shoulders"
2027-01-22,"Barbell wrist curls",3x25,"Forearms"
2027-01-22,"Plate holds standing",2x,"Forearms"
2027-01-25,"Low-bar squat",3x10,"Glutes"
2027-01-25,"Leg press (Сlassic stance)",3x12,"Quads"
2027-01-25,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-01-25,"Leg extensions",1x12,"Quads"
2027-01-25,"Leg curls",1x12,"Hamstrings"
2027-01-25,"Leg extensions",1x12,"Quads"
2027-01-25,"Leg curls",1x12,"Hamstrings"
2027-01-25,"Leg extensions",1x12,"Quads"
2027-01-25,"Leg curls",1x12,"Hamstrings"
2027-01-25,"Vertical jumps",2x10,"Full Body"
2027-01-25,"Wall sit with weight",1x,"Quads"
2027-01-25,"Dead hang",1x,"Forearms"
2027-01-27,"Close-grip bench press",3x10,"Triceps"
2027-01-27,"Alternating incline dumbbell press",3x8,"Chest"
2027-01-27,"Decline bench press",3x12,"Chest"
2027-01-27,"Cable chest fly",3x18,"Chest"
2027-01-27,"Barbell curls",3x10,"Biceps"
2027-01-27,"Supinated dumbbell curls",3x15,"Biceps"
2027-01-27,"Seated dumbbell French press",3x20,"Triceps"
2027-01-29,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-01-29,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-01-29,"Single-arm dumbell row",3x10,"Back"
2027-01-29,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-01-29,"One-arm kettlebell push press",3x10,"Shoulders"
2027-01-29,"Barbell wrist curls",3x25,"Forearms"
2027-01-29,"Plate holds standing",2x,"Forearms"
2027-02-01,"Low-bar squat",3x10,"Glutes"
2027-02-01,"Leg press (Сlassic stance)",3x12,"Quads"
2027-02-01,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-02-01,"Leg extensions",1x12,"Quads"
2027-02-01,"Leg curls",1x12,"Hamstrings"
2027-02-01,"Leg extensions",1x12,"Quads"
2027-02-01,"Leg curls",1x12,"Hamstrings"
2027-02-01,"Leg extensions",1x12,"Quads"
2027-02-01,"Leg curls",1x12,"Hamstrings"
2027-02-01,"Vertical jumps",2x10,"Full Body"
2027-02-01,"Wall sit with weight",1x,"Quads"
2027-02-01,"Dead hang",1x,"Forearms"
2027-02-03,"Close-grip bench press",3x10,"Triceps"
2027-02-03,"Alternating incline dumbbell press",3x8,"Chest"
2027-02-03,"Decline bench press",3x12,"Chest"
2027-02-03,"Cable chest fly",3x18,"Chest"
2027-02-03,"Barbell curls",3x10,"Biceps"
2027-02-03,"Supinated dumbbell curls",3x15,"Biceps"
2027-02-03,"Seated dumbbell French press",3x20,"Triceps"
2027-02-05,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-02-05,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-02-05,"Single-arm dumbell row",3x10,"Back"
2027-02-05,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-02-05,"One-arm kettlebell push press",3x10,"Shoulders"
2027-02-05,"Barbell wrist curls",3x25,"Forearms"
2027-02-05,"Plate holds standing",2x,"Forearms"
2027-02-08,"Low-bar squat",3x10,"Glutes"
2027-02-08,"Leg press (Сlassic stance)",3x12,"Quads"
2027-02-08,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-02-08,"Leg extensions",1x12,"Quads"
2027-02-08,"Leg curls",1x12,"Hamstrings"
2027-02-08,"Leg extensions",1x12,"Quads"
2027-02-08,"Leg curls",1x12,"Hamstrings"
2027-02-08,"Leg extensions",1x12,"Quads"
2027-02-08,"Leg curls",1x12,"Hamstrings"
2027-02-08,"Vertical jumps",2x10,"Full Body"
2027-02-08,"Wall sit with weight",1x,"Quads"
2027-02-08,"Dead hang",1x,"Forearms"
2027-02-10,"Close-grip bench press",3x10,"Triceps"
2027-02-10,"Alternating incline dumbbell press",3x8,"Chest"
2027-02-10,"Decline bench press",3x12,"Chest"
2027-02-10,"Cable chest fly",3x18,"Chest"
2027-02-10,"Barbell curls",3x10,"Biceps"
2027-02-10,"Supinated dumbbell curls",3x15,"Biceps"
2027-02-10,"Seated dumbbell French press",3x20,"Triceps"
2027-02-12,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-02-12,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-02-12,"Single-arm dumbell row",3x10,"Back"
2027-02-12,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-02-12,"One-arm kettlebell push press",3x10,"Shoulders"
2027-02-12,"Barbell wrist curls",3x25,"Forearms"
2027-02-12,"Plate holds standing",2x,"Forearms"
2027-02-15,"Low-bar squat",3x10,"Glutes"
2027-02-15,"Leg press (Сlassic stance)",3x12,"Quads"
2027-02-15,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-02-15,"Leg extensions",1x12,"Quads"
2027-02-15,"Leg curls",1x12,"Hamstrings"
2027-02-15,"Leg extensions",1x12,"Quads"
2027-02-15,"Leg curls",1x12,"Hamstrings"
2027-02-15,"Leg extensions",1x12,"Quads"
2027-02-15,"Leg curls",1x12,"Hamstrings"
2027-02-15,"Vertical jumps",2x10,"Full Body"
2027-02-15,"Wall sit with weight",1x,"Quads"
2027-02-15,"Dead hang",1x,"Forearms"
2027-02-17,"Close-grip bench press",3x10,"Triceps"
2027-02-17,"Alternating incline dumbbell press",3x8,"Chest"
2027-02-17,"Decline bench press",3x12,"Chest"
2027-02-17,"Cable chest fly",3x18,"Chest"
2027-02-17,"Barbell curls",3x10,"Biceps"
2027-02-17,"Supinated dumbbell curls",3x15,"Biceps"
2027-02-17,"Seated dumbbell French press",3x20,"Triceps"
2027-02-19,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-02-19,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-02-19,"Single-arm dumbell row",3x10,"Back"
2027-02-19,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-02-19,"One-arm kettlebell push press",3x10,"Shoulders"
2027-02-19,"Barbell wrist curls",3x25,"Forearms"
2027-02-19,"Plate holds standing",2x,"Forearms"
2027-02-22,"Low-bar squat",3x10,"Glutes"
2027-02-22,"Leg press (Сlassic stance)",3x12,"Quads"
2027-02-22,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-02-22,"Leg extensions",1x12,"Quads"
2027-02-22,"Leg curls",1x12,"Hamstrings"
2027-02-22,"Leg extensions",1x12,"Quads"
2027-02-22,"Leg curls",1x12,"Hamstrings"
2027-02-22,"Leg extensions",1x12,"Quads"
2027-02-22,"Leg curls",1x12,"Hamstrings"
2027-02-22,"Vertical jumps",2x10,"Full Body"
2027-02-22,"Wall sit with weight",1x,"Quads"
2027-02-22,"Dead hang",1x,"Forearms"
2027-02-24,"Close-grip bench press",3x10,"Triceps"
2027-02-24,"Alternating incline dumbbell press",3x8,"Chest"
2027-02-24,"Decline bench press",3x12,"Chest"
2027-02-24,"Cable chest fly",3x18,"Chest"
2027-02-24,"Barbell curls",3x10,"Biceps"
2027-02-24,"Supinated dumbbell curls",3x15,"Biceps"
2027-02-24,"Seated dumbbell French press",3x20,"Triceps"
2027-02-26,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-02-26,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-02-26,"Single-arm dumbell row",3x10,"Back"
2027-02-26,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-02-26,"One-arm kettlebell push press",3x10,"Shoulders"
2027-02-26,"Barbell wrist curls",3x25,"Forearms"
2027-02-26,"Plate holds standing",2x,"Forearms"
2027-03-01,"Low-bar squat",3x10,"Glutes"
2027-03-01,"Leg press (Сlassic stance)",3x12,"Quads"
2027-03-01,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-03-01,"Leg extensions",1x12,"Quads"
2027-03-01,"Leg curls",1x12,"Hamstrings"
2027-03-01,"Leg extensions",1x12,"Quads"
2027-03-01,"Leg curls",1x12,"Hamstrings"
2027-03-01,"Leg extensions",1x12,"Quads"
2027-03-01,"Leg curls",1x12,"Hamstrings"
2027-03-01,"Vertical jumps",2x10,"Full Body"
2027-03-01,"Wall sit with weight",1x,"Quads"
2027-03-01,"Dead hang",1x,"Forearms"
2027-03-03,"Close-grip bench press",3x10,"Triceps"
2027-03-03,"Alternating incline dumbbell press",3x8,"Chest"
2027-03-03,"Decline bench press",3x12,"Chest"
2027-03-03,"Cable chest fly",3x18,"Chest"
2027-03-03,"Barbell curls",3x10,"Biceps"
2027-03-03,"Supinated dumbbell curls",3x15,"Biceps"
2027-03-03,"Seated dumbbell French press",3x20,"Triceps"
2027-03-05,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-03-05,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-03-05,"Single-arm dumbell row",3x10,"Back"
2027-03-05,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-03-05,"One-arm kettlebell push press",3x10,"Shoulders"
2027-03-05,"Barbell wrist curls",3x25,"Forearms"
2027-03-05,"Plate holds standing",2x,"Forearms"
